nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
30,13,17,0,30,13,24,27,0,0,0,18,217.7231610000001,225.246142,185.946,181.05,10.542366257720971,3.3175658865055113,49.79197477687261,4.483030857694624,25.123131228961576,18.767587396069537,20.714519,242.05388806409002,3,-4.676635781786166,23.0
29,19,10,1,31,21,17,23,0,0,3,29,227.07044900000002,241.86184599999999,204.5425,199.15400000000002,9.34799194487276,3.685572940715326,62.214996548013545,5.316788604006331,23.147599658981985,39.370904785525326,15.130069999999998,315.00072404000025,1,-5.119474509115814,84.0
32,20,12,3,33,21,19,25,1,1,3,29,254.348053,258.447558,217.09,211.483,10.587362992867499,3.890955272984588,66.72955611789783,10.84019487200289,16.859077629157493,49.73737164058819,14.584483999999994,333.0000553440003,4,-4.046083263054807,67.0
38,18,20,0,39,19,33,36,6,0,2,26,281.063698,295.46342400000003,244.9925,238.158,15.634814635411574,5.80395128513616,73.10960413555067,5.733667477162185,17.98942254267563,25.40656000671873,23.964139999999997,373.9993228400006,3,-4.946057288221782,77.5
83,43,40,5,89,49,75,81,8,1,6,79,638.1637929999998,691.118302,578.0425,565.0830000000002,22.12738212458169,13.03501860335022,143.0875124795215,20.307204250644727,92.4105131078675,92.06219786580964,52.11828000000007,653.2212814800013,5,-5.650986563274106,28.0
42,20,22,2,42,20,35,38,0,0,4,26,321.04373300000003,327.042082,272.05499999999995,266.41200000000003,12.656490862037144,5.283200192140082,68.68050613019889,20.687228765819047,44.09591262512981,42.073396549780256,27.764553999999997,343.0895390440006,7,-4.410540083262718,65.0
38,19,19,0,39,20,27,33,1,0,2,26,279.064305,293.495226,243.933,237.225,12.354484596591814,4.525251914291594,67.90621299990246,4.899909730850478,30.523988623064646,32.47968494110607,23.290932999999995,318.0731607080005,5,-5.131256559321836,89.0
32,22,10,0,35,25,18,27,0,0,5,37,252.280359,275.4213,232.9021,225.5249,12.400800633336875,4.849907447867283,72.48452770124263,0.0,20.47614826716413,31.820915970297584,18.37207,391.9498071000002,1,-5.951066170824107,70.5
52,27,25,2,54,29,37,46,2,1,4,40,391.16129199999983,414.922876,345.9925,338.083,11.993257811020673,6.359831471575125,89.88348772819175,20.144157473594294,34.885035926345054,60.41666666666666,28.52617499999999,363.19467704000067,8,-5.778393885858276,30.0
65,31,34,6,69,35,65,65,8,2,6,57,497.050972,530.571564,440.3995,430.15,14.956977729582244,11.141113411911723,111.38679176186909,19.68678069728151,52.485436962739705,72.25,39.317038000000025,430.23553880800085,4,-3.1718437804137105,17.333333333333332
49,22,27,0,51,24,39,45,2,0,1,35,349.951,376.83907200000004,311.27849999999995,302.775,11.888418647761345,6.076353672083801,79.6033429193442,0.0,23.528347795058973,39.83333333333333,28.796588999999994,293.2143498640007,2,-5.315621453449182,47.0
47,22,25,4,48,23,41,44,4,0,5,30,359.7588719999998,372.51686800000004,309.4425,303.025,10.454499360998936,6.037735632400832,76.7462534201433,19.110498592250625,51.64681651878574,48.33333333333333,32.866175,307.1783582800007,8,-4.072019194278814,65.0
42,19,23,2,43,20,33,39,2,1,3,29,312.07799599999987,327.97112799999996,271.4235,265.30400000000003,9.643023970166977,5.413808496440328,66.10646625648458,14.840466935900386,17.190209053136627,34.42293178382464,25.379760999999995,261.17287897600016,4,-4.616524137926119,46.0
45,25,20,5,46,26,31,37,2,1,5,36,358.46375299999994,365.6894,304.1966,296.9828,12.921030053877773,5.581975778101153,83.35131643136576,15.160178952647085,26.038386073034072,48.651698843117494,29.32414,364.1092927400005,8,-4.139258249270556,85.0
49,21,28,1,50,22,43,46,6,0,2,29,357.60126799999995,374.990672,309.73,302.379,11.095811648065547,6.591940719001894,73.79097035586568,5.316788604006331,29.938443101175093,42.0,31.23779599999999,288.22016351600075,5,-4.807646073187566,0.0
75,34,41,4,81,40,75,78,9,2,5,70,557.740488,616.8014560000001,511.3915,499.175,17.393405975620087,12.230260332882402,119.55649110674676,19.68678069728151,58.66018371249821,66.75000000000001,46.313487000000045,467.3035587920011,4,-5.243658726043422,28.0
59,28,31,2,62,31,54,57,8,0,6,43,444.33483199999984,475.38202800000005,396.27,387.775,12.746619703812403,8.814830498071329,95.16963760519302,4.899909730850478,70.85067439777383,59.25000000000002,40.245417000000025,385.24777523200083,6,-4.133047105932222,3.9
28,14,14,6,27,13,23,23,2,0,6,18,236.89958600000008,223.405276,182.0007,176.69,11.564804586514427,3.697136217017329,55.70558912018773,0.0,42.56089626470651,2.878070305282607,30.828897999999995,246.02318016799998,7,-1.6114552763742722,70.0
32,16,16,3,32,16,28,28,2,0,3,23,250.89952,249.25373599999998,207.7625,203.708,6.767411270792,4.4892351148057985,54.135479525543715,0.0,17.845473971041084,45.58333333333334,19.795312,224.116092372,4,-2.8342102068811488,58.75
53,24,29,2,57,28,51,54,10,2,3,44,390.09135999999984,430.930208,356.9635,348.175,12.416214724884975,8.668997386331611,84.09459632481041,10.213054789681411,39.84536897248869,46.66666666666666,30.803002999999997,327.2198291680008,2,-3.903272216136892,17.0
56,26,30,4,59,29,52,55,9,1,4,43,423.513256,454.4385,377.4455,369.15,12.720299866825357,8.220839900594305,90.76071484596024,19.063284160135428,66.15375471513069,54.75065709598042,36.71621000000001,360.2169348600909,7,-3.7250241888975424,0.0
70,33,37,2,73,36,60,66,4,0,4,51,522.3481959999998,558.112832,464.5985,454.533,15.522209649323273,9.398573697583043,112.64370543574941,15.200676855804016,84.48296877925344,70.00000000000001,45.12465900000004,451.29472542400106,8,-5.110110583924311,65.0
24,14,10,2,25,15,13,21,0,0,6,23,195.01874400000003,202.803084,171.921,169.42499999999995,4.6478462349525,2.735604016896348,47.46515170683957,4.5670996477913555,18.685277464321274,33.62712962962964,18.03807,194.08037556,0,-0.5187265173123381,98.5
70,30,40,3,73,33,69,69,12,3,3,49,512.3876399999998,548.08302,451.665,440.35,16.430846908268567,11.577174516164947,109.00807048735079,15.319582184522115,33.63148134776702,62.08333333333334,40.128280000000025,412.29774514000115,5,-3.303784839871518,5.25
74,30,44,3,76,32,73,73,12,3,3,48,539.261496,569.0130320000002,467.6025,456.1,17.014492939684867,11.78844688216251,110.09833150334076,15.319582184522115,33.128565771002414,62.16666666666668,44.14110800000004,416.32904526800115,6,-4.599690770490098,61.0
47,25,22,6,48,26,40,44,6,2,8,36,387.6291519999999,390.511492,328.028,323.129,9.596548262105324,7.007290604417977,83.18678500714168,19.68678069728151,50.77615415711621,57.65732958709962,31.811553999999997,359.1492636440006,6,-1.728903454369754,94.5
29,14,15,3,29,14,27,27,3,1,3,19,227.64223700000005,226.982286,187.8425,183.69299999999998,9.238173088906553,4.8382344079773825,47.647636114069634,10.006437125691184,40.22237298480187,35.1882601095994,20.954105,217.07726434,3,-0.37609938548634375,70.75
30,18,12,1,32,20,18,24,0,0,1,28,227.48429600000009,245.958536,206.7935,201.708,6.903524992779466,3.3798323494739524,56.300190236856224,5.733667477162185,6.031114512338072,41.33333333333334,14.046483999999998,236.09496300400002,0,-2.7194304381905363,85.0
44,26,18,6,46,28,36,39,2,2,5,43,358.37854099999987,367.390172,308.0615,301.4790000000001,12.591738499393909,6.698535077209722,87.20127502591022,20.429753124538227,61.07051147962081,73.96409491265645,26.269726000000002,378.08855729600054,5,-1.1654763658370866,35.0
22,12,10,2,22,12,15,19,0,0,5,16,175.81880500000003,177.10327,148.512,145.9,7.534821806449088,2.8338952248580878,39.92625928117536,9.303962601591405,21.834321331034044,23.09455120937264,17.286070000000002,186.04629856,1,-0.2620999202847956,0.0
21,12,9,2,20,11,18,18,0,0,3,12,179.62834600000005,166.37492799999995,140.1682,137.02390000000003,5.811286261318669,3.453630684597667,44.07939465140319,5.316788604006331,35.889546738058435,26.779860953640718,12.924862999999995,213.007181888,5,-2.027498209616752,11.5
45,21,24,3,46,22,39,42,3,1,4,31,342.34981199999993,356.2847920000001,295.885,289.908,9.8641157151088,5.895231111395995,71.5760744136429,20.476967556653413,35.80823713474935,48.75000000000001,27.820967999999993,292.1786926280007,5,-3.9920150094971234,86.5
56,30,26,4,59,33,38,50,0,1,5,44,429.462584,460.94583600000004,385.441,377.158,13.005411760968213,6.6757456501100325,99.907325961202,29.617883381194392,43.186724962738715,64.5,32.431382,406.1892573120007,10,-6.480395437527955,25.0
36,23,13,6,37,24,31,31,2,1,7,34,304.82579299999986,303.009988,255.5625,250.704,10.347178454273637,5.917841789692197,77.54004799782074,15.160178952647087,57.534856373674295,70.23921981292517,23.559691,339.0525061360003,5,-0.6998715538764452,0.0
38,24,14,4,40,26,30,33,2,1,5,38,311.9974819999999,322.052814,271.0805,264.53700000000003,11.804188575717466,6.175649024181148,76.64303138039273,16.156983476009223,44.95866912120954,59.74675488872572,21.328898000000002,367.03935460800034,4,-1.773476334088956,90.0
42,25,17,5,44,27,34,37,2,2,6,40,340.96948099999986,353.791296,297.0850000000001,291.16200000000003,11.971204711924406,6.383699059845928,82.28382952100615,21.263510870849927,50.06519651605024,69.09915848124271,23.828519,363.08889164400046,4,-1.1245343952940563,95.0
49,31,18,5,52,34,37,43,2,2,10,49,402.11773399999987,422.972696,356.9258,349.9787,15.723602762158,7.927932228623026,101.92175782829331,15.529843393687743,76.025305057553,78.72306298643869,29.571726,462.07800967600036,7,-1.5437691067948232,96.0
49,31,18,5,52,34,37,43,2,2,9,49,402.117734,423.795224,357.4207,350.5658,15.723602762157993,7.879792245217294,101.92175782829331,21.263510870849927,71.22879883505395,81.30325406047812,27.861726,462.0780096760006,7,-1.9953791067948228,66.0
43,29,14,4,46,32,32,38,1,1,12,46,360.87721899999985,380.85458000000006,322.6444,316.5036,16.379256498062652,7.788209922637598,99.99582124813743,10.423315998847038,81.11614127931438,70.61201657322559,29.158897999999997,454.0300139280004,7,-1.6133338962188537,0.0
39,26,13,5,41,28,30,33,1,2,9,41,328.1617139999998,339.347712,286.7346,281.382,13.402653626127233,6.491293519681643,86.96438005543342,21.36423650078651,60.86158566970472,73.30102056642811,23.415691,395.03581051600037,5,-0.554208528418457,18.5
51,33,18,5,54,36,38,44,1,1,11,52,418.40209899999985,439.01906,369.7681,361.73199999999997,18.770146187456984,8.417494235461401,109.98053218578177,20.994572059745856,67.74810870715217,82.39769911831388,33.76772600000001,506.0500806760005,7,-2.438630607507623,14.0
57,32,25,5,60,35,50,53,3,1,9,52,456.687498,482.603572,404.88160000000005,397.132,17.710733559284208,8.960844735683361,105.3710525430805,25.477602917440482,93.92910224431455,77.77649624387094,39.470175000000026,481.1322363200906,7,-2.6831599034348925,99.0
41,26,15,5,43,28,33,36,1,1,9,41,341.598642,353.722808,298.2661,292.682,13.972968726612438,6.739825707681261,86.99202147714279,20.994572059745856,62.764130186204966,69.64440257597275,27.158105,397.05146058000037,5,-1.1962179868533365,47.0
45,30,15,7,47,32,35,38,1,2,10,46,383.3831059999998,391.225144,330.7731,324.88199999999995,14.734927518267776,7.3546368927633425,100.94759280792879,26.10109945458656,73.33704729223292,87.03635283156555,28.026104999999998,453.0412898200004,8,-0.5941722310767568,43.5
57,37,20,7,60,40,44,50,2,2,13,58,474.82682399999993,491.91547199999997,413.6481,404.632,22.75193616681157,9.768442031006217,126.60352117713364,26.10109945458656,84.57679499669153,95.90813214539213,39.102140000000034,584.0276309800006,10,-2.698246927647197,0.0
71,44,27,8,75,48,57,63,2,2,13,70,586.0275780000002,611.081592,516.3333,507.1327,20.1798570860368,11.069046046706669,145.01066379303023,25.74654172854455,123.30486770803276,117.57636160980586,45.194589000000036,645.1424008240004,9,-1.8202271799156784,10.0
45,28,17,7,47,30,37,40,2,1,8,44,376.41676199999984,385.191592,323.8655,317.4120000000001,15.2528446044472,7.384584517168887,95.18424732629768,25.630709383609318,64.45173346276069,77.31548743592415,30.628519,427.0507918840004,7,-1.4762817208002237,0.0
64,37,27,9,66,39,55,58,2,0,14,55,528.4106859999998,539.6734759999998,453.3116,445.23199999999997,19.147001165752357,9.961931910946133,124.36197332359885,34.835496480105355,89.92364104377701,96.5527625881603,47.008589000000036,557.1250194440007,10,-2.1741049313147642,51.0
46,27,19,5,48,29,37,40,2,2,6,42,369.4874409999998,383.107592,321.31,314.6620000000001,12.978977913207329,6.91009226209595,88.45238701677013,21.263510870849927,50.06519651605024,73.11045477753899,25.834933,389.1045417080005,5,-1.1941243554095673,92.5
60,37,23,7,63,40,46,52,1,2,10,59,492.57554999999985,512.1809519999999,431.4216,423.157,18.28696476024165,9.0194958551166,121.68977635849487,26.10109945458656,72.3312161387037,97.41944487708342,37.76176100000002,547.1064154960907,9,-1.4303835447010305,0.0
41,27,14,6,43,29,32,35,2,2,8,42,345.57077400000003,353.632028,298.1815,292.212,14.06331232646151,6.934923855908785,90.62601122633816,21.263510870849927,61.018480324949294,77.75365536029226,25.286898,410.03547616800034,6,-0.22599085731470545,82.5
38,25,13,5,40,27,30,33,1,1,9,39,320.62119799999994,331.947028,280.5436,275.432,13.189540939892762,6.352445935264232,84.20513696478478,20.994572059745856,62.764130186204966,68.00595369320567,25.151691,383.0358105160003,5,-0.6014118137144052,0.0
54,36,18,7,57,39,39,47,1,1,14,57,457.9682869999999,474.140304,401.3802,394.1859,18.949980796113923,9.042798749036654,121.94049118914829,20.994572059745856,83.28144705734519,97.33644955927616,36.64372600000002,554.0460579160003,8,-1.9332963842854969,0.0
45,29,16,8,47,31,36,39,1,1,9,44,384.50780099999986,392.3096,332.0791000000001,326.882,12.094302131420797,6.998377484980504,98.40414956163929,30.14858595059925,70.48027370070909,78.48470423978814,28.901312,424.0688844720004,7,-0.8931120177499609,38.5
60,27,33,4,60,27,52,55,1,1,5,37,456.53140399999984,464.23005199999994,384.9055,377.43300000000005,12.767764021940977,7.44098416127011,91.92553550971485,25.37687728750389,59.70483940677648,65.41666666666667,39.427831000000026,379.2471065360009,9,-4.424812638655997,45.0
41,24,17,4,43,26,33,36,2,1,5,38,327.617765,341.403876,286.355,280.212,11.847732244936388,6.230328187862876,78.18088474919914,16.156983476009223,44.95866912120954,63.40138988620138,23.828519,347.0939770240004,4,-1.5591625120611,90.0
42,26,16,6,44,28,34,37,2,1,7,40,346.14494599999995,354.453552,297.3060000000001,290.4790000000001,14.832833437742474,7.035892459062613,88.27724385875652,15.160178952647085,57.534856373674295,69.71192332972612,28.459312,396.04497823200035,6,-1.9031265880229196,0.0
45,28,17,6,47,30,36,39,1,1,8,42,370.60556199999985,379.112632,318.42,311.329,15.346068537424975,7.2661085447249345,93.5973040722041,15.160178952647087,68.27168850136829,74.85983716412164,30.602519,423.0558772640004,7,-2.1966879577779874,0.0
43,24,19,4,45,26,39,39,4,1,5,38,341.05469299999993,355.63914,297.57499999999993,291.212,12.307192638584745,7.1425647697751025,78.68619939522434,16.156983476009223,51.0005099503575,62.38740454669522,25.834933,349.1096270880005,4,-0.7475721029054282,92.0
67,33,34,5,68,34,54,60,4,3,5,47,517.4414079999998,526.3017480000001,437.4615,427.95,15.510700147053404,8.936815844421979,112.18292485912916,20.056445138322168,45.590596310195295,70.98388808118541,38.966038000000026,459.24210140800085,11,-5.480154045016361,60.0
52,27,25,3,54,29,41,47,1,1,4,38,398.8464809999999,418.325854,348.91099999999994,340.3250000000001,12.913615545636056,6.586936264364072,89.3555854947749,9.843390348640755,66.81319810308221,55.03271447080768,31.614175,388.1553703400007,8,-4.25815044187707,85.0
38,19,19,2,38,19,31,34,3,1,2,23,294.27435799999995,293.539376,243.494,236.375,10.579333556697083,5.528166898698199,66.22741082653624,10.006437125691184,35.92535238455838,35.180248246821215,22.658933,303.0792842080005,9,-4.554712063401816,82.0
32,20,12,5,32,20,24,27,2,2,5,27,274.880346,265.525308,223.9422,219.069,8.5079622213675,4.760069800436649,70.0572633058751,15.529843393687743,38.52853805176152,53.520707068393456,15.662483999999996,322.0123268440003,6,-2.4095482422051666,82.25
79,37,42,6,79,37,70,73,16,1,6,45,610.4342380000003,609.87624,505.3657,493.119,19.445081410017046,12.43459595394542,126.11218950833704,15.160178952647087,39.391315944872666,82.19067983493899,48.36269400000005,560.2419924240012,21,-8.497880160045153,81.25
35,21,14,1,37,23,23,29,0,0,3,32,270.739001,287.753374,242.1831,235.87400000000002,8.66029307478874,4.133599300426118,67.00573967346045,10.52404162878362,29.878567030712414,42.00841038009854,17.702897999999994,299.0825397480004,1,-5.699517947708642,99.0
64,34,30,0,65,35,49,55,4,0,2,44,493.61288199999984,512.746176,429.7705,420.74,15.065291327280937,7.787460039900902,119.87905276575731,33.568247116661404,36.92773108680049,67.85852368514848,34.536210000000004,504.203196320001,9,-6.220789341685261,1.0
29,17,12,3,30,18,21,24,1,0,3,27,234.64350200000004,237.014234,196.8369,190.38,10.17637289645503,3.842830386385737,56.159933859614775,4.899909730850478,32.0254120339549,20.921419954298592,21.782484,273.0226419240004,1,-2.823523505915796,99.0
48,22,26,0,49,23,38,44,2,0,3,30,353.089885,370.333798,306.969,298.975,11.893853627783914,6.036685833862353,76.99405546113448,9.799819461700956,43.110585858125184,36.725949927515956,31.153381999999993,319.1815255120007,8,-5.802025289251612,80.0
23,17,6,4,24,18,13,16,0,0,5,29,206.66949100000008,205.63573,171.5682,165.7036,10.367044106373823,3.1340279586461195,60.213507082173564,0.0,23.174129331179763,12.787966269841274,20.981242,294.94882535200014,1,-2.3315733875055167,20.0
18,13,5,1,19,14,8,14,0,1,2,20,149.16156600000005,152.466372,128.9225,124.2,4.990160069732499,2.318589102423755,45.0168720990881,5.106527394840706,10.090505915787917,21.938335852859662,7.176035000000001,212.97481914,0,-3.759144665991881,89.0
37,19,18,0,38,20,26,32,0,0,3,26,276.720625,290.771194,242.5815,236.225,9.327193595090757,3.9660731875110247,65.19379895213339,9.799819461700956,37.06874502897722,33.163601374191664,23.127726,275.11892525600047,5,-4.202570331138008,39.25
40,21,19,0,42,23,30,36,1,0,3,32,297.06233399999996,319.20877,265.35299999999995,257.325,13.024710231368775,5.237887207967177,70.62286433739825,9.799819461700956,32.084766508030015,32.74440619663504,25.450933,318.0957472880005,4,-5.215603929741426,37.5
