nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
53,29,24,9,58,34,55,55,5,2,9,63,432.2188999999999,464.32156800000007,389.1445,381.4,11.748087890998189,9.626598175700515,107.36427355202568,29.160506604881608,63.92499816808444,77.24999999999999,33.624968,408.14203234800067,0,-1.585609462933855,80.0
54,30,24,10,59,35,56,56,5,3,10,65,445.5706159999999,476.708988,399.8745,392.35,11.817701492801485,9.804404162274626,112.21012785396873,34.26703399972231,75.13549195067347,83.08333333333331,33.624968,424.13694696800064,0,-0.7657097007827529,88.0
43,22,21,3,45,24,36,39,3,0,4,35,333.59938899999986,351.85268,292.1952,285.05370000000005,12.317954960563677,6.247929006862031,72.38423089574849,0.0,32.54733683244669,33.64216960086505,30.301347,323.1303625320006,3,-2.9480829248638525,83.5
68,34,34,5,70,36,58,61,7,0,5,51,525.709133,543.275752,451.0311,440.3328,17.85431034772712,9.797046759408207,112.6021083797279,10.633577208012662,50.41846911018017,64.66025655545968,46.78903800000005,490.22499118800096,7,-5.4884816921975785,99.66666666666667
58,31,27,4,60,33,44,50,7,0,6,45,452.9082569999998,469.56762000000003,391.2336,382.0078,15.471765655907118,7.868550393373157,101.52861189045164,10.633577208012662,42.91064550297347,57.32172256067538,39.46858900000002,445.17837534400076,7,-5.752281976732687,97.5
25,12,13,5,25,12,25,25,4,4,6,17,209.543344,210.9424,175.81449999999995,174.233,4.28500731265776,3.8081714056500178,44.042041313902004,30.896640010325054,57.67675826560381,39.66666666666666,14.207690999999995,179.07937251599998,1,2.3990659954129265,26.0
61,33,28,5,63,35,47,53,7,0,5,48,479.7318219999999,493.83402199999995,410.9451,400.1328,17.485736355417632,8.374344805051328,107.18633557461465,15.370440161812711,40.052486002356574,56.54575041893786,40.437796000000034,493.1438196760008,8,-6.650875749653144,82.0
51,23,28,3,53,25,46,49,6,1,3,37,381.64357999999993,405.054436,335.6765,328.15,11.599857067348154,7.031587327429073,80.34670211309351,14.32642120633538,48.84768670541501,48.8837888951877,32.973796,318.2063701760908,4,-3.648807640185839,17.0
47,23,24,1,50,26,39,45,8,0,4,38,351.13068399999986,383.033952,319.7876,312.8289,10.437017844864856,6.710342795135195,78.57110564276003,10.216698334856806,45.760768673769284,44.881320231796415,28.934967999999994,312.1950113880007,2,-3.1010641152903453,60.0
48,26,22,3,51,29,38,45,4,1,5,44,377.736068,399.54287200000005,335.4795000000001,328.6040000000001,10.862669517033915,6.887662850999568,83.97998733079784,19.890325377488868,41.31904237746959,49.00423918178382,28.909554,359.1645197840007,3,-3.7275819917059554,70.0
41,24,17,6,43,26,34,37,1,0,6,40,334.58858099999986,343.988674,288.6855,281.825,10.349074334009561,5.842462203172588,84.36523265106754,18.9474518152002,38.496933327546174,55.19447340150053,26.244519,352.0713659440005,3,-4.5576234559812105,48.75
22,14,8,0,22,14,14,17,0,0,2,18,179.02963400000007,178.738764,151.0751,147.0409,5.9519484901403645,2.6013921235379915,52.93286620473739,11.46733495432437,12.174155148279151,25.17254157218443,9.045655999999996,230.01260161599998,2,-2.651464891533229,75.0
34,15,19,2,35,16,34,34,7,0,3,22,260.36431600000003,275.4224320000001,229.018,225.21599999999998,6.704726086646027,5.177941443854246,50.40733628027571,20.94106086192447,31.002270479488224,32.75,22.532932999999996,213.147726848,2,-1.1245536133563516,85.0
36,14,22,0,36,14,35,35,5,0,2,16,264.017912,275.411448,227.5135,223.491,6.970115374819223,5.030214370137987,50.214126149226,15.950365812018996,37.03848992324461,28.66666666666667,23.780553999999995,198.184446704,3,-1.7627340936990288,20.0
24,15,9,1,24,15,16,19,1,0,1,20,196.438694,193.22916,162.718,158.116,6.636073056108959,2.9442352573947783,52.990975506079685,11.46733495432437,11.866734298095341,30.330535399344924,10.916862999999996,245.012267268,2,-2.9103247061838133,85.5
63,33,30,1,65,35,49,58,6,1,2,50,493.3119379999998,500.31866799999995,417.914,406.375,17.31645117556364,9.398402122771529,109.93819385608288,10.006437125691184,29.640706343428914,31.242838850945876,36.16521000000001,499.16565460000083,10,-9.602460295690406,6.3000002
49,26,23,2,51,28,38,44,4,1,3,39,377.856201,391.316198,326.5475,317.8,12.700745568197998,6.7080869240736725,84.58415754094929,10.006437125691184,35.423951289793855,44.24995085076394,27.274760999999994,375.1401348760006,6,-5.841358760551157,62.5
36,22,14,6,38,24,25,31,2,3,6,35,294.81704799999994,307.626784,258.63,253.6,8.313981726819224,4.407824194531639,78.0149371661802,24.793308092122217,28.212624672164587,60.16666666666665,18.384898,302.07903816800035,2,-2.777681189701123,20.0
33,17,16,3,34,18,30,30,4,0,3,27,258.44003599999996,264.40376000000003,220.939,216.37900000000002,7.138485491603878,4.967792981483369,57.29199772552458,0.0,29.79305568456875,45.41666666666667,20.935312,236.116092372,1,-2.232280319564508,95.0
17,8,9,2,16,7,15,15,2,1,3,8,136.27715700000002,128.86153000000002,106.0525,104.101,6.396098549007528,2.7806808491045056,27.501614944308912,10.84019487200289,22.870527118687306,22.41101851851852,11.786862999999995,135.035399528,3,0.1683524862017486,53.0
20,12,8,0,21,13,10,16,0,0,4,17,154.87838400000004,167.46427599999996,141.8732,139.63680000000002,4.0406669992752,2.2147090059722294,42.613986656846144,5.425791397110385,10.197363616602077,27.5,8.025656,160.07489625600002,1,-2.252383842234836,30.5
25,17,8,4,26,18,16,19,0,0,5,29,220.106419,221.03221,183.8662,177.9576,11.133306263818557,3.4339861568244245,59.53657659710833,5.316788604006331,23.504285157557014,11.504645691609982,22.417656,296.9644754160002,1,-2.568210920996437,68.66666666666667
43,22,21,3,47,26,40,43,6,0,4,42,327.0738159999999,361.681152,301.971,294.775,10.053967926610184,6.672808205540148,74.71750858801761,14.373635638450574,43.531187823978975,45.08333333333334,27.117346999999995,299.1521435320006,1,-3.623696729645919,75.0
28,20,8,4,29,21,19,22,0,0,5,35,263.57131,251.982376,212.7577,207.8826,11.694973090851427,4.11874274229506,67.02613067104697,5.316788604006331,23.504285157557014,0.8228006897203333,25.246655999999994,330.9908323960002,1,-2.8209603647186388,50.0
40,21,19,3,44,25,37,40,6,1,4,41,306.09637200000003,339.76554,283.937,277.225,9.347427274268775,6.378965482023243,70.8647994787995,14.743300079491231,41.52791767754215,45.58333333333334,23.374932999999995,285.1364934680005,0,-2.926941718835808,37.25
49,23,26,1,50,24,39,45,3,1,4,31,366.44160099999993,382.652226,317.5275,309.754,11.981779722198,6.4016149444796255,77.97857485819016,15.323225729697516,47.273407658036994,42.57965022810942,30.013381999999996,335.1764401320007,9,-5.594326830850918,74.0
9,5,4,2,8,4,7,7,0,1,2,4,81.52107600000001,73.55391999999999,62.3656,62.807,0.90946167122,0.9400393350978888,18.659316679807734,5.733667477162185,11.238367537115364,21.166666666666668,3.740828000000001,76.027277368,0,1.1823645096291175,79.0
53,26,27,2,55,28,43,49,1,1,4,36,398.9316929999998,422.52723399999996,351.35900000000004,342.5750000000001,13.22312824181128,6.772072655022832,87.2527645170263,9.843390348640755,67.45077477964328,47.854022341178066,32.752589,374.17610578400075,8,-4.725262602760464,85.0
54,38,16,8,61,45,24,46,0,6,8,76,440.5246319999998,487.273492,412.2765,402.4500000000001,12.33787733578133,7.213098736751733,119.23957216774582,30.63916436904423,30.63916436904423,101.99999999999996,17.787311999999996,504.08451747200036,0,-7.946983706675612,20.0
42,19,23,7,41,18,39,39,4,5,4,27,338.7034139999999,326.01360800000003,266.2336,260.335,20.581548750166977,6.2509964220246355,67.95821253033782,29.58008353670109,54.80049595127093,39.648189807526926,42.19976100000004,319.09497533600063,9,0.3907869658512785,0.8
33,15,18,2,33,15,26,29,1,1,1,20,245.662492,248.565388,205.0145,199.95,7.750012734461514,4.191997762428997,53.80358693511226,5.106527394840706,11.075832682792557,36.16666666666666,18.925726,206.130679816,4,-2.8349605974739616,87.5
62,26,36,3,62,26,54,57,8,1,4,33,461.87729299999984,472.229392,387.4911,377.8248,16.585946870365547,8.459980248613443,88.4262710571603,10.006437125691184,44.31427251126925,39.921946991479906,45.05145200000004,384.244664012001,14,-5.722990522986629,8.0
63,36,27,9,67,40,52,58,7,4,10,63,507.81902399999984,534.1905360000002,447.77199999999993,438.733,14.310587474241716,9.177123788355171,125.88880788964269,35.6335029641251,67.9166955634211,98.75,32.592589000000004,497.1685814440008,3,-3.341005174925137,28.0
27,15,12,2,29,17,22,25,1,0,4,23,210.673948,229.655876,193.0165,189.204,5.995153011289627,3.656683706309277,49.4171637695371,14.790514511606428,31.635980949843642,31.33333333333333,17.220483999999995,204.08987762400002,1,-2.513940435979644,34.0
29,14,15,2,29,14,28,28,1,0,2,18,231.14375100000007,227.963956,187.7644,181.7474,13.913906264078966,4.93278810605393,47.70933405784829,4.5237471617118175,42.671574262112614,4.1318278376165285,28.792105,260.0248197100001,5,-2.710848804330619,96.0
58,26,32,4,59,27,55,55,9,3,3,36,434.289064,448.392236,370.0395,361.35,13.39937875755807,9.128742955021217,93.68588785715036,15.319582184522115,33.49682024797057,61.83333333333334,32.970624,360.23005950400085,8,-2.0466388016264188,16.0
68,37,31,1,72,41,47,59,0,0,7,56,511.71051599999987,554.3068759999999,464.93,454.55800000000005,15.213114516908865,7.7184181078012895,124.51193015747623,15.533486938863142,63.885632360221564,77.5,39.94741700000002,493.2590086120009,7,-7.7054571933112,98.0
56,29,27,6,57,30,47,50,5,1,6,41,442.92405199999985,449.20153600000003,375.4635,368.354,12.020269814870836,7.392547380408835,98.6845156107232,14.743300079491231,77.10808451468151,78.33333333333334,36.28458900000001,405.1899855840008,9,-2.2556525396465905,42.0
37,20,17,4,38,21,34,34,3,2,5,30,297.45570099999986,304.893616,254.7225,249.908,10.684188828990813,6.058922674463429,66.22485345852735,20.846631997694075,57.77140212991275,54.62232426303856,23.530519,299.09397702400037,6,-0.1536727932685799,1.0
45,21,24,0,47,23,35,41,3,0,2,31,324.91621199999986,351.636284,291.69449999999995,284.3,10.6729722783088,5.341508845046095,74.27741516220016,9.799819461700956,32.084766508030015,38.16666666666667,27.496967999999995,280.19394876800067,4,-4.912940894456963,44.0
36,17,19,6,36,17,34,34,7,4,3,25,290.93732599999987,285.0866680000001,232.89210000000003,227.21400000000003,19.495101027172968,5.993475728268647,61.026290806269905,19.573646411009896,31.139504878389648,31.62287226001511,37.046933000000024,287.0687605880005,4,0.5732716969781421,1.0
40,24,16,3,42,26,27,33,2,0,4,39,319.62321000000003,333.008698,278.1226,270.21180000000004,12.438204380150399,5.175006242505357,76.22522820954684,10.633577208012662,20.366817542828407,38.46354693295966,24.655311999999995,365.0600900520005,3,-4.515918280336926,95.0
92,45,47,4,96,49,76,85,7,2,7,69,691.641428,735.77946,612.4365,598.758,20.86043361934385,12.037786687394428,151.96352611671668,20.846631997694075,86.7789367117108,99.91666666666669,54.586729000000076,613.3628049840013,11,-6.467924720000242,65.0
39,22,17,3,41,24,27,33,1,1,2,34,300.19995999999986,315.496392,263.945,257.475,9.202257126192976,4.948164045234527,72.25952989826645,10.006437125691184,16.983012412144063,54.33333333333335,20.500519,295.12084340400037,4,-3.685164206971042,85.0
41,25,16,4,43,27,25,34,1,1,4,39,326.449353,337.988878,283.937,276.54999999999995,10.34767702369756,4.938325623369182,80.71531379922294,9.843390348640755,28.659909601212945,56.68691157408293,21.743312,357.07678567200037,4,-4.729059587951891,99.5
51,26,25,1,54,29,37,46,4,0,2,39,377.809576,410.04302,341.9945,333.73299999999995,11.889228291212744,6.523250663949115,87.61331479254976,15.200676855804016,41.46717802803488,52.66666666666666,28.798174999999997,347.1997624200007,5,-5.5526260888553765,18.0
54,24,30,3,56,26,49,52,8,1,3,38,402.6210239999999,426.830216,353.399,345.4,12.279625111319998,7.494637856667977,84.1262704811315,14.32642120633538,53.442906362869465,50.37880524412857,34.98021,332.22202024009084,5,-3.6926315035829496,3.0
60,32,28,1,64,36,45,54,7,0,5,51,451.1914239999999,491.001672,411.4813,402.2537,13.410676078811731,8.60676368541869,108.04659991028544,0.0,42.80576830625441,66.41666666666666,32.377796000000004,428.2324595160008,7,-7.402238225815591,66.66666666666667
81,43,38,6,87,49,67,77,8,1,9,74,625.0554999999998,675.7880680000002,565.661,553.125,18.382046126262537,12.225597882426564,143.3174767735682,28.94717241193312,68.74083683696874,95.43231663096078,50.467866000000065,586.279134936001,4,-6.673744325329124,8.0
17,10,7,1,17,10,10,13,0,0,3,12,136.22896799999998,137.557344,116.2861,114.7119,3.351410405613529,1.902169580691761,33.977799163417004,0.0,10.891158250298712,27.83333333333333,7.8904489999999985,137.058911844,1,-1.030729148097026,80.0
32,15,17,3,32,15,26,29,2,3,4,20,247.41634800000003,252.269828,209.167,205.454,6.907104188265468,3.8519830706664586,51.970580740501596,20.63637078852845,27.90617941958265,39.66666666666667,17.624518999999996,211.12084340400003,4,-1.5531955127932635,0.0
22,13,9,6,23,14,22,22,4,1,6,20,196.02120400000007,199.330736,168.96529999999996,167.685,3.9376629317878633,3.7392286890695368,49.109022397863185,19.417841886177442,47.82277591779229,40.83333333333334,14.262862999999998,191.04298700799998,2,0.7253143433368084,93.0
24,16,8,8,25,17,23,23,4,0,8,24,226.207808,224.87219600000003,192.7701,192.22,3.915210593861333,4.132257047434691,60.2215562681491,19.148903075073363,47.802867565884114,54.33333333333334,15.021655999999998,236.028065216,4,0.3980150851134875,22.0
50,22,28,2,50,22,44,44,3,1,1,30,365.630744,372.52532,306.63199999999995,298.7000000000001,11.89516583509968,6.889499874944621,79.54095639385365,5.106527394840706,11.075832682792557,49.08333333333334,28.957795999999995,300.20893013600084,5,-3.164676021844101,40.0
36,23,13,5,38,25,23,29,0,1,7,38,299.01459299999993,311.330644,261.7022,255.9948,10.476013331384753,4.49112543762901,75.80267347538397,14.946410935820383,35.817120556633455,37.94888599401474,24.581691,335.05759151600034,2,-2.952184280222188,97.0
48,27,21,5,50,29,36,42,1,0,8,42,381.721036,397.448212,333.98569999999995,327.694,10.55692772519548,6.5741450668655,90.13710714547028,14.790514511606428,35.46570101918043,61.81435505374989,28.581347,371.1481207720005,4,-4.546047989591811,19.75
87,49,38,4,93,55,64,80,4,0,12,79,678.3908940000001,732.891416,616.5346999999998,602.4748,20.962668708101575,11.90185352826324,159.3363587340489,24.010408323101107,74.60880359605544,88.44424749100484,54.90786600000008,704.2393070560013,11,-7.117322924337643,55.0
69,33,36,11,71,35,71,71,14,7,15,52,565.2694120000001,588.238644,490.91799999999984,485.38199999999995,12.50586304186394,10.967119253254097,116.08027306909702,77.62781348773387,140.64256995790777,96.5,40.779452000000035,484.23805797200106,6,4.98327494258734,1.0
32,16,16,1,33,17,26,29,4,0,2,24,241.151109,250.187718,207.7045,201.679,8.431930182792,4.507211082551935,54.17981643140414,5.316788604006331,12.830916929042127,29.66215183295541,17.999311999999996,237.09204181200002,2,-4.398053786681594,20.0
51,29,22,3,54,32,34,45,2,0,5,45,400.357616,419.810884,353.029,345.154,11.789281619954155,6.851333712828048,92.40160875103537,9.883888251797686,39.868502063691714,59.22109021439882,29.777553999999995,395.1645197840006,5,-5.080629814733616,50.0
39,18,21,2,40,19,33,36,3,1,3,27,291.10055199999994,303.7709720000001,251.603,245.725,8.95862336689543,5.128302252584486,62.28132751284567,10.006437125691184,35.92686686655846,40.75,23.645346999999994,247.157228912,3,-3.0636008861187984,35.5
64,36,28,4,68,40,50,59,2,0,7,57,502.53506599999986,535.903868,449.922,438.825,16.181027652871748,8.603954010514276,117.28203506760264,28.577507970892462,65.85492356936497,65.25762523138222,41.455796000000035,530.1487607360008,7,-5.6842437506003165,71.0
33,19,14,3,34,20,20,26,0,1,2,27,254.7619,260.290808,217.3565,211.7,7.950642151085877,3.784531056148027,63.50691292567989,5.106527394840706,16.859077629157493,49.66666666666666,15.780897999999995,254.094294308,4,-3.3146535256388288,90.0
32,19,13,3,34,21,21,27,1,1,3,30,250.704556,264.404316,221.9975,216.725,7.451542871553218,4.139065545559194,61.75644010971039,9.67362704263206,21.426177276948852,46.83916666666665,16.487690999999998,255.08954327599997,3,-2.166072617973431,99.5
41,22,19,1,44,25,31,37,3,0,3,36,303.217821,331.09071199999994,275.3235,267.225,12.657388364362975,5.91937619735279,72.4415902766126,4.899909730850478,30.820339471717762,42.40841461430251,24.098932999999995,309.11873522800056,0,-5.060523436407084,60.0
87,46,41,6,90,49,69,78,5,1,9,68,672.9002260000002,700.4488680000002,583.7614999999997,570.2869999999999,25.3348723767036,12.727585150334143,151.0722911292583,30.693665891510225,98.63269544287121,108.30552301576124,55.81948700000007,667.2498260320011,13,-6.386297331058589,40.0
28,16,12,3,29,17,18,24,2,2,3,24,224.02566400000006,232.961804,195.5695,192.187,6.091206232107428,3.4120463820777625,53.32982211105102,20.930700787790805,27.208179427728428,44.66666666666667,12.906483999999995,220.08479224400003,3,-1.5786879846132749,70.0
48,24,24,3,49,25,36,42,4,2,4,33,364.97136,378.697516,314.9095,308.187,10.939124410188,5.823671750119691,81.00826525965441,21.263510870849927,28.70683175409345,59.00000000000001,24.944968,328.1786926280007,8,-3.867964816242523,25.0
66,33,33,6,67,34,55,58,0,0,7,48,508.0746599999998,517.3213440000001,430.2175,420.60400000000004,15.149077017644863,8.795269001542946,114.82888055061619,19.52737746540648,36.722730603865074,80.58333333333336,41.487831000000035,455.2307877760009,7,-5.53748210823784,14.0
45,23,22,11,46,24,46,46,8,8,11,36,385.1612759999999,391.295728,326.91700000000003,323.6,8.2127103322132,7.320443237362463,91.43621022700205,55.06280802012578,115.47776764840832,74.91666666666667,27.278554000000003,342.11621152400056,5,3.675453290197333,0.0
26,15,11,3,27,16,20,24,0,1,7,22,213.631137,222.131708,186.592,183.45800000000003,8.151078248618653,4.139095786236723,49.9587419864649,15.577057825802939,32.45333950640806,37.49207317649281,18.379277,229.052112212,2,-0.13038836262170928,86.0
23,16,7,0,24,17,12,18,0,0,5,24,190.05332200000007,196.703096,167.4716,163.1409,5.782458981003826,2.7282357129463763,59.428254057620926,11.46733495432437,15.181342137549287,29.315729070434767,9.182448999999998,255.007850584,1,-3.8616710408426536,97.8
39,25,14,2,41,27,24,33,0,0,4,39,328.7589409999999,331.5236060000001,280.6867,274.54400000000004,11.950541100439745,5.170123140975743,77.40096677599561,9.720841474747257,31.944014536962484,24.614347445077602,26.527898,369.0758823480005,5,-5.935772820017173,80.5
66,40,26,4,70,44,40,55,0,0,8,62,524.3879099999999,552.1115580000002,463.3004,451.01300000000003,18.735079632469095,8.046077710733854,123.02534760228859,19.78759109886606,36.93913322239412,51.914516789593506,41.254382000000035,580.1347322120007,11,-10.51885611030566,0.0
26,12,14,2,25,11,23,23,3,1,3,13,206.811568,203.051132,169.28,167.59900000000002,4.3503865814858464,3.2126302897717034,40.49426993874565,22.30752982632726,29.62198448659693,37.16666666666666,14.342897999999995,174.111675688,5,0.4701734027587834,68.0
28,19,9,2,29,20,17,23,0,0,3,29,246.05907200000007,239.168396,204.8001,201.524,6.631653593542106,3.6269614239331953,59.93692703772279,9.83988354097968,11.063842986476953,19.804889675286496,15.541862999999998,270.06161218800025,2,-4.273633019951149,80.0
86,45,41,6,89,48,66,75,1,0,8,68,657.6308040000001,685.531072,572.2321999999998,559.2940000000001,19.91267222574889,10.737383866612934,150.89652494635615,19.690424242456906,54.609864502335405,106.58333333333336,49.785487000000046,611.2995360320011,12,-8.500611895304205,10.0
33,22,11,0,35,24,16,25,1,0,5,32,253.100056,270.53891200000004,229.2556,223.6499,6.852715091922969,3.7415996027990976,70.53123797300519,0.0,14.764463264393429,51.247260015117156,15.025276999999996,285.1014453520003,3,-3.774160432755564,99.45
26,14,12,0,28,16,21,24,1,0,3,22,192.71436500000004,213.369692,177.76049999999995,172.825,8.748781037485845,3.9789994513011657,47.70845950563208,4.899909730850478,28.909927919000467,24.112693924792143,17.348483999999996,204.07211938400002,1,-2.2767707358280176,65.0
26,12,14,2,26,12,24,24,4,0,2,16,201.48932800000003,202.36304,168.26299999999995,165.208,5.234403790716615,3.7199649604090537,40.38614826488495,10.633577208012664,29.300866424614025,32.66666666666668,16.920897999999998,170.105527688,3,-0.6389649140993994,99.66666666666667
46,21,25,3,47,22,40,43,4,1,4,31,346.4071559999999,359.780792,297.918,291.30400000000003,10.391465970559238,6.185395868201684,73.09252311908223,15.160178952647087,35.68430235176279,47.75,28.254174999999996,291.1834436600007,5,-4.219586826821606,75.0
60,31,29,2,63,34,49,55,6,1,3,50,453.9955759999999,478.49346,398.91649999999987,388.9,14.34140588575418,8.591537009259593,102.05121973515577,10.006437125691184,35.10709605461614,60.49835703479829,33.354003000000006,420.2213063880008,4,-5.489557952546995,99.0
26,11,15,3,25,10,24,24,2,1,3,14,203.817356,196.924112,162.9395,160.4,4.910570479234038,2.8624579468688696,38.166650780753756,19.49062283144786,49.350602282179615,32.949953703703706,19.064105,161.10519334,4,-1.3697396266372814,12.5
25,14,11,4,25,14,18,21,2,3,4,19,205.376248,204.447896,171.10249999999996,168.533,5.316291863949838,2.9189438753986345,49.22266065027076,21.053249661684305,27.330728301621924,44.5,11.333276999999995,197.068807832,3,-0.2659501562981528,35.0
46,26,20,4,49,29,36,43,1,1,6,44,370.11033999999984,390.363336,328.97,322.775,10.251210228727828,6.390046649094643,83.93442473706104,24.210309458133068,60.37642163227478,50.96274423658352,29.77914,361.1437843400006,2,-2.702977536438293,98.83333333333333
47,23,24,1,49,25,37,43,0,0,4,35,347.0117769999998,372.862864,309.39149999999995,301.5,13.926276319758468,5.857485337593488,77.65046504368355,14.536682415501005,39.19456404930753,42.16121013374486,31.692967999999997,328.16093438800067,5,-4.752862205562564,52.5
45,22,23,1,48,25,36,42,4,1,2,37,328.8883439999999,360.686972,299.39699999999993,291.55400000000003,10.874384166613199,6.1532931618716855,75.60941806912739,10.423315998847038,24.80292217117877,43.08333333333334,23.643760999999994,293.17796435600064,4,-5.277338283627339,40.0
33,21,12,1,34,22,23,26,1,0,6,29,260.75032400000003,268.82222399999995,227.7757,223.4078,6.702519060543879,4.2918872473633085,70.45600515033442,0.0,17.330549734892912,56.16666666666666,15.186483999999995,280.1072590040003,3,-3.3463569433157696,85.0
39,17,22,1,39,17,32,35,0,0,2,22,287.12841999999995,294.5823,243.5575,238.129,8.678487427423745,4.455660749569054,58.98020183154304,5.316788604006331,30.44135867793971,36.66666666666666,25.218553999999994,234.17321332400002,5,-4.050554074694199,35.0
61,27,34,6,62,28,61,61,10,4,8,40,473.4144809999999,488.472724,404.007,396.379,15.676087549563634,10.000712953083855,91.71114909867023,30.4797611371692,99.1209085802725,67.30305962464581,41.453038000000035,406.2137578080009,7,-0.0240274356358926,25.0
44,24,20,4,46,26,38,41,1,0,5,36,355.02930799999984,367.81262799999996,309.6025,304.154,9.564644752898179,6.015023815073402,78.01641049792931,19.690424242456906,57.49717574071435,47.718752675044634,30.375140000000002,337.1437843400005,4,-2.735156398730928,99.5
26,12,14,2,26,12,25,25,6,1,3,14,198.57375400000004,199.83545700000002,163.3739,158.6036,11.797729390716615,5.487089566066262,45.509834028464915,5.106527394840706,22.078624319521516,24.749362533593693,17.372898,206.043521688,5,-1.6998502444710866,29.5
60,29,31,5,61,30,52,55,10,2,5,39,463.9867079999999,474.90088,394.9795,387.212,12.93965310632085,8.482672768410929,98.53956322546124,20.846631997694075,64.17379012505612,75.66666666666666,35.41341700000001,405.2263710920009,12,-2.687485826257681,25.0
51,25,26,1,54,28,42,48,3,0,2,41,379.64864399999993,413.31076,344.8504999999999,337.2580000000001,11.465669256467645,6.875671349678598,85.3911120734873,15.200676855804016,59.58053535369707,50.66666666666667,31.511381999999994,338.21066145200075,3,-4.240580122438006,14.5
28,16,12,1,29,17,22,25,1,0,3,23,221.47348200000005,228.672808,191.5885,185.854,7.940183796678858,3.8447687924502425,55.66363353034222,10.053651557806381,25.029098985330723,24.20109567901234,16.504483999999998,258.0326683640001,3,-4.270010689201556,90.0
44,25,19,3,46,27,33,40,1,1,5,40,358.4996439999999,366.55242799999996,309.291,303.6040000000001,9.938940265074432,6.093120038336578,79.54408434439857,19.890325377488868,41.31904237746959,39.99378755668933,27.012933,351.13944790800065,3,-3.817928132207544,97.0
31,15,16,2,31,15,29,29,6,0,3,18,244.7440330000001,244.35858199999998,203.8927,199.6989,7.214823106443868,5.141773822133605,49.4983051878708,5.316788604006331,29.506627716323482,33.66980328448251,19.437311999999995,233.09310443200002,4,-2.0385515185037173,99.5
67,34,33,2,70,37,51,60,3,1,3,53,499.5666049999999,530.604302,441.27199999999993,429.3250000000001,16.84888679565041,8.381279562979769,113.6690858765462,14.906346856541662,54.54313976898527,66.91340003921744,37.90383100000001,476.2230559760009,7,-6.8307077237271425,1.0
40,24,16,4,42,26,32,35,5,1,4,38,324.231077,335.1292660000001,282.1475,275.837,9.6148930513504,5.920166236348205,78.00008880573228,16.156983476009223,39.87378353064197,60.69258722474656,20.875312,349.08293367200037,4,-1.9546658726471096,94.0
50,27,23,2,53,30,39,45,4,0,3,42,379.59835299999986,405.553994,338.7165,329.4500000000001,12.62087775678458,7.091756776373862,88.13563061664827,9.636772684650527,35.673523099074174,51.17579092185268,29.037761,382.1448056560006,1,-6.191564524121872,40.0
31,21,10,2,33,23,19,25,0,1,3,33,251.55033400000008,262.034176,221.3415,214.55400000000003,8.182180902525483,4.0734697053437285,67.20086013645977,10.423315998847038,22.953293297697787,41.48967134178775,13.630069999999995,320.01193292000033,1,-5.063760685766517,89.0
34,22,12,2,36,24,22,28,0,1,3,35,272.527778,283.878948,239.2355,231.975,9.075801605651057,4.347316955128978,70.87935931990492,10.006437125691184,30.00096528037497,42.889508359928335,16.776483999999996,334.02758298400033,1,-4.727436727775337,77.5
53,30,23,1,56,33,34,46,3,1,6,45,407.0531809999998,437.147334,367.4373,359.02870000000013,12.506586913769999,7.024362020229219,99.17020077303523,9.67362704263206,35.28173937149108,57.159655608034384,27.003760999999994,422.16218703600066,8,-7.197016803798036,32.666666666666664
63,32,31,7,66,35,61,61,6,1,7,55,494.78240499999987,513.8537020000001,427.706,417.275,15.394287436923936,10.807725523808058,113.32153531095102,19.31711625624085,47.3924062084984,74.16580023887163,39.42141700000003,466.1758310120008,4,-3.7998990884879826,0.0
65,29,36,5,67,31,63,63,9,1,5,44,489.59566799999993,509.79785999999996,421.382,411.45,14.819262000343935,10.554846541129255,104.80810133504434,14.580253302440806,35.35703713398931,65.66666666666666,41.32345200000002,404.25627425200105,6,-3.1868136527279023,5.0
41,23,18,1,44,26,31,37,0,0,4,37,312.693889,341.00102599999997,286.1355,278.725,10.224718516865511,5.242463120030065,74.75975566008799,14.536682415501005,48.862136853785714,40.379774764844214,24.863726,327.1138398760005,0,-4.660246102921708,30.0
59,27,32,5,60,28,58,58,15,2,4,40,464.55974799999984,465.45292,386.416,378.4,13.10680321595824,10.00844499780931,93.85526294842708,14.949917743481462,39.77921173241167,46.51682828044572,37.800624000000006,390.22178056400077,11,-4.390819062958851,0.0
33,20,13,2,34,21,21,27,1,1,2,29,265.428465,267.287274,224.7585,218.879,8.704298055234545,3.9019444578824194,62.38314147352865,10.423315998847038,11.075832682792557,35.081485995632825,16.102690999999997,293.0618845560004,4,-5.1110114384750345,78.0
67,37,30,5,73,43,54,64,1,0,9,65,520.2534919999998,571.25038,479.80800000000005,469.425,15.138850384811787,9.686350877197084,121.91938719946377,23.67759824004198,71.76066445374471,78.02614449483497,43.310210000000026,502.2216200600008,3,-6.190462308872711,12.0
